Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Screen_pixels,PPI,TotalStorageGB,CPU_series
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,689.0,Full HD,1920,1080,1,1,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,165.6321180513006,256,Core i5
Dell,Inspiron 5567,Notebook,15.6,16,Linux,2.36,899.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,2202.9071700822983,141.21199808219862,256,Core i7
Acer,Aspire A315-51,Notebook,15.6,4,Linux,2.1,390.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,1024,Core i3
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,4,Windows 10,2.2,575.0,Full HD,1920,1080,0,0,0,AMD,2.5,A10-Series A10-9620P,128,1024,SSD,HDD,AMD,Radeon R5 M430,2202.9071700822983,141.21199808219862,1152,A10
Asus,ROG G703VI-E5062T,Gaming,17.3,32,Windows 10,4.7,3890.0,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HK,512,1024,SSD,HDD,Nvidia,GeForce GTX 1080,2202.9071700822983,127.33567457123111,1536,Core i7
Acer,Nitro AN515-51,Gaming,15.6,8,Windows 10,2.5,846.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,Windows 10,2.2,589.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,128,Core i3
Asus,VivoBook Pro,Notebook,17.3,8,Windows 10,2.1,1145.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,Nvidia,GeForce 150MX,2202.9071700822983,127.33567457123111,1152,Core i7
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8,No OS,2.69,889.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M,2202.9071700822983,127.33567457123111,1152,Core i7
Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,879.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.38,1079.0,Full HD,1920,1080,1,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,158.48253022174808,256,Core i7
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,985.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,2202.9071700822983,141.21199808219862,2176,Core i7
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2.04,559.0,Standard,1366,768,1,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i5
Asus,Rog G701VIK-BA060T,Gaming,17.3,16,Windows 10,3.6,2999.0,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HK,256,0,SSD,No,Nvidia,GeForce GTX 1080,2202.9071700822983,127.33567457123111,256,Core i7
HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,675.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,500,Core i5
Apple,MacBook Pro,Ultrabook,13.3,8,macOS,1.37,2040.0,Standard,2560,1600,0,1,1,Intel,3.1,Core i5,512,0,SSD,No,Intel,Iris Plus Graphics 650,3018.8739622581134,226.98300468106115,512,Core i5
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,Full HD,1920,1080,1,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i7
Asus,ROG G752VSK-GC493T,Gaming,17.3,16,Windows 10,4.3,1799.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,2202.9071700822983,127.33567457123111,1280,Core i7
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,1.68,469.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,1567.0928498337296,100.45466986113651,1024,A9
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.37,1849.0,Full HD,1920,1080,1,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,158.48253022174808,512,Core i7
Acer,Aspire 5,Notebook,17.3,4,Windows 10,3.0,702.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130,2202.9071700822983,127.33567457123111,256,Core i3
Dell,Vostro 5370,Ultrabook,13.3,8,Windows 10,1.41,949.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,8,Windows 10,1.91,445.9,Standard,1366,768,0,0,0,AMD,2.5,A6-Series A6-9220,128,0,SSD,No,AMD,Radeon R4 Graphics,1567.0928498337296,100.45466986113651,128,A6
HP,Envy 17-U275cl,Notebook,17.3,16,Windows 10,2.9,1059.0,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce MX150,2202.9071700822983,127.33567457123111,1024,Core i7
MSI,GT73EVR 7RE,Gaming,17.3,16,Windows 10,4.14,2499.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,127.33567457123111,1536,Core i7
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.0,1699.0,Full HD,1920,1080,1,1,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050M,2202.9071700822983,141.21199808219862,512,Core i7
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1142.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,2202.9071700822983,127.33567457123111,1152,Core i7
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,No OS,2.2,444.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,256,Core i3
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,722.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,500,Core i5
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,657.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i5
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.24,565.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R5 M430,2202.9071700822983,141.21199808219862,1024,Core i5
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,Full HD,1920,1080,1,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,512,512,SSD,SSD,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,1024,Core i7
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,467.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i5
HP,Probook 470,Notebook,17.3,8,Windows 10,2.5,1018.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce 930MX ,2202.9071700822983,127.33567457123111,1024,Core i7
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,8,Windows 10,2.05,880.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i7
Apple,MacBook Pro,Ultrabook,13.3,8,macOS,1.37,1958.9,Standard,2560,1600,0,1,1,Intel,2.9,Core i5,512,0,SSD,No,Intel,Iris Graphics 550,3018.8739622581134,226.98300468106115,512,Core i5
Asus,Rog Strix,Gaming,17.3,16,Windows 10,3.2,1549.0,Full HD,1920,1080,0,0,0,AMD,3.0,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,2202.9071700822983,127.33567457123111,1280,Ryzen 1700
Dell,Inspiron 3576,Notebook,15.6,8,Linux,2.14,735.07,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 520,2202.9071700822983,141.21199808219862,256,Core i7
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,1.36,2499.0,Standard,2560,1440,1,0,0,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,2937.2095601097312,209.8006828649808,512,Core i7
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.2,812.0,Standard,1366,768,0,0,0,Intel,2.5,Core i7 6500U,500,0,HDD,No,Nvidia,GeForce 930M,1567.0928498337296,100.45466986113651,500,Core i7
Dell,Inspiron 5567,Notebook,15.6,12,Windows 10,2.3,713.07,Standard,1366,768,0,0,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i7
Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,1099.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,2202.9071700822983,127.33567457123111,1152,Core i7
Acer,Aspire A515-51G,Notebook,15.6,8,Windows 10,2.2,745.0,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce MX130,2202.9071700822983,141.21199808219862,1024,Core i7
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,4,Windows 10,2.8,489.0,Standard,1600,900,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1835.7559750685818,106.11306214269258,1024,Core i3
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,No OS,2.8,849.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,2048,0,HDD,No,Nvidia,GeForce MX150,2202.9071700822983,127.33567457123111,2048,Core i7
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,859.0,Standard,1600,900,0,0,0,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,1835.7559750685818,106.11306214269258,1152,Core i7
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,428.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,2202.9071700822983,141.21199808219862,1024,Core i3
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,829.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,6,Windows 10,2.2,579.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Acer,Aspire A517-51G,Notebook,15.6,8,Windows 10,3.0,951.0,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150,2202.9071700822983,141.21199808219862,256,Core i7
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12,Windows 10,2.15,659.0,Full HD,1920,1080,1,1,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i7
Lenovo,Thinkpad T570,Notebook,15.6,8,Windows 10,1.95,1097.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 630,2202.9071700822983,141.21199808219862,256,Core i7
Asus,VivoBook S15,Ultrabook,15.6,8,Windows 10,1.7,977.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.5,1179.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,1280,Core i7
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,No OS,2.2,659.01,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1024,Core i7
Acer,Chromebook C910-C2ST,Notebook,15.6,2,Chrome OS,2.19,199.0,Standard,1366,768,0,0,0,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,1567.0928498337296,100.45466986113651,16,Core 3205
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,8,Windows 10,3.0,1187.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1024,Core i7
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.54,489.0,Standard,1600,900,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1835.7559750685818,106.11306214269258,1024,Core i3
Dell,XPS 15,Notebook,15.6,8,Windows 10,2.0,1829.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i7
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,8,Windows 10,2.05,739.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,1299.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,2202.9071700822983,141.21199808219862,1024,Core i7
Acer,Aspire A715-71G,Notebook,15.6,8,Linux,2.5,979.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,256,Core i7
Dell,Precision 7720,Workstation,17.3,16,Windows 10,3.42,2884.86,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M1200,2202.9071700822983,127.33567457123111,256,Core i7
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,6,Windows 10,2.4,499.0,Full HD,1920,1080,0,0,0,AMD,2.4,A10-Series 9600P,1024,0,HDD,No,AMD,Radeon R5 430,2202.9071700822983,141.21199808219862,1024,A10
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,Windows 10,1.63,1468.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,512,Core i7
Asus,VivoBook S14,Notebook,14.0,4,Windows 10,1.3,509.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1567.0928498337296,111.93520355955211,128,Core i3
Asus,Rog GL702VS-GC095T,Gaming,17.3,16,Windows 10,2.9,2122.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,127.33567457123111,1280,Core i7
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,649.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce GTX 940M,1835.7559750685818,106.11306214269258,1024,Core i5
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,549.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Nvidia,GeForce 940MX,1567.0928498337296,100.45466986113651,2048,Core i5
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.5,1265.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,1152,Core i7
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,359.99,Standard,1366,768,0,0,0,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,1567.0928498337296,100.45466986113651,1024,N4200
HP,EliteBook x360,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,Full HD,1920,1080,1,0,0,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i7
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.2,1043.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,2202.9071700822983,141.21199808219862,256,Core i7
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Windows 10,2.3,819.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1152,Core i5
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,469.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,1024,Core i3
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8,Windows 10,1.1,999.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.21,2499.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,1024,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,331.2642361026012,1024,Core i7
MSI,GE63VR 7RF,Gaming,15.6,16,Windows 10,2.8,2099.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,141.21199808219862,1280,Core i7
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,Windows 10,2.23,469.0,Full HD,1920,1080,0,0,0,AMD,2.2,A8-Series 7410,256,0,SSD,No,AMD,Radeon R5,2202.9071700822983,141.21199808219862,256,A8
Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,Standard,1366,768,1,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1567.0928498337296,135.0942111925629,32,N3350
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.33,844.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,2202.9071700822983,141.21199808219862,1152,Core i5
HP,Spectre x360,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,1024,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,331.2642361026012,1024,Core i7
Lenovo,ThinkPad 13,Notebook,13.3,4,Chrome OS,1.45,459.9,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core 3855U,16,0,Flash Storage,No,Intel,HD Graphics 510,1567.0928498337296,117.82653006268643,16,Core 3855
HP,ProBook 640,Notebook,14.0,8,Windows 10,1.95,980.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
Acer,TravelMate B,Notebook,11.6,4,Windows 10,1.4,485.0,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3710,128,0,Flash Storage,No,Intel,HD Graphics 405,1567.0928498337296,135.0942111925629,128,N3710
HP,Elitebook 840,Notebook,14.0,8,Windows 10,1.48,1292.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,Windows 10,2.79,589.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,1835.7559750685818,106.11306214269258,1024,Core i5
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8,Windows 10,2.0,1094.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,902.0,Full HD,1366,768,0,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i7
Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,659.0,Standard,1366,768,0,0,0,AMD,2.7,A12-Series 9720P,256,0,SSD,No,AMD,Radeon RX 540,1567.0928498337296,100.45466986113651,256,A12
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4,Windows 10,1.44,292.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1567.0928498337296,111.93520355955211,32,N3350
Acer,Aspire E5-575,Notebook,15.6,6,Windows 10,2.23,549.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i5
Asus,VivoBook S15,Ultrabook,15.6,8,Windows 10,1.7,1049.9,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,256,Core i7
HP,Elitebook 820,Ultrabook,12.5,8,Windows 10,1.26,1335.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,176.23257360658386,256,Core i7
Dell,XPS 15,Notebook,15.6,32,Windows 10,2.06,2639.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,1024,0,SSD,No,Nvidia,GeForce GTX 1050,4405.814340164597,282.42399616439724,1024,Core i7
MSI,GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1199.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,127.33567457123111,1280,Core i7
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,943.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8,Windows 10,2.0,1334.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,1280,Core i7
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,449.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,1024,Core i3
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,Windows 10,2.5,999.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i7
HP,EliteBook 840,Notebook,14.0,8,Windows 10,1.48,1268.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
Dell,Inspiron 7570,Ultrabook,15.6,8,Windows 10,1.9,1049.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1152,Core i5
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1144.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,274.99,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1567.0928498337296,100.45466986113651,1024,N3350
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.0,1142.75,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,256,Core i5
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,274.9,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics,1567.0928498337296,100.45466986113651,500,N3060
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,899.0,Full HD,1920,1080,0,0,0,AMD,3.6,A12-Series 9720P,2048,0,HDD,No,AMD,Radeon 530,2202.9071700822983,141.21199808219862,2048,A12
